pdv;premise;categoria_pdv;zipcode
8932740616289493889;On Premise;Service Org;80110
8224336618631116010;On Premise;Restaurant;81301
3321737308836031314;On Premise;Restaurant;81122
6341808848188893323;On Premise;Restaurant;30188
4721730565611689632;On Premise;Bar;80905
7918250287109885924;On Premise;Other On Premise;80303
2480144439903725661;Off Premise;Convenience;30705
6789758650644914118;Off Premise;Convenience;80033
4622737430028027892;Off Premise;Package/Liquor;80238
4675693014052462677;Off Premise;Package/Liquor;30324
3610469667523031434;Off Premise;Package/Liquor;80211
2758403813000523012;Off Premise;Super Center;80015
3988387799705228484;On Premise;Restaurant;80537
2755148405967776292;On Premise;Italian;80128
8201884482974715708;Off Premise;Convenience;30071
5563459018149873314;Off Premise;Convenience;80723
5745068817135412794;Off Premise;Package/Liquor;80443
7754207572283967472;Off Premise;Drug;30161
7616852209230695345;Off Premise;Grocery;30068
4923806830794635422;Off Premise;Convenience;80020
8113436688618790753;On Premise;Golf - Public;80104
9167886230232391795;Off Premise;Package/Liquor;80233
4234670231600248196;On Premise;Service Org;80233
2495042991433575045;Off Premise;Convenience;80033
6471808217731150107;On Premise;Bar;80122
3344639898360260189;On Premise;Bar;80202
5781322008434234316;On Premise;Hotel/Motel;81501
2349960808021385437;On Premise;Bar;80202
2031284975637552054;Off Premise;Grocery;80134
2667154430887433765;Off Premise;Package/Liquor;81401
5704615518833486032;Off Premise;Package/Liquor;30342
5681108817321370122;On Premise;Bar;81089
4315491706653008700;On Premise;Restaurant;80221
6197764563507043910;On Premise;Barbeque;30728
5350254638632936579;Off Premise;Drug;30033
6744474073586410468;On Premise;Restaurant;80260
314364791096975637;On Premise;Restaurant;30308
51721583366764818;On Premise;Restaurant;30519
4696938561360361823;On Premise;Bar;80002
6465996985251558590;Off Premise;Package/Liquor;80442
761108155026009839;On Premise;Service Org;81025
7583181024623265551;On Premise;Night Club;30078
4152023078401622285;Off Premise;All Other N/A Off Premise;30747
92203365991479938;On Premise;Mexican Rest;30701
7001792242475776116;Off Premise;Package/Liquor;80216
7819479700519653735;Off Premise;Drug;30307
4690960026264025681;On Premise;Asian;30540
147673529591973423;On Premise;Mexican Rest;30017
4403029224241328923;On Premise;Restaurant;80631
3862172126072580360;Off Premise;Convenience;80550
8226971299881053420;Off Premise;Convenience;81004
8031995665209115882;On Premise;Restaurant;80461
212765704006569654;On Premise;Other On Premise;80424
1805138851379949108;Off Premise;Convenience;30165
1999070758169276401;Off Premise;Convenience;30165
1645452575806269836;Off Premise;Convenience;30029
768955127054923016;Off Premise;Convenience;30165
1603248852525884164;Off Premise;Convenience;30114
2020266293514957796;On Premise;Italian;31401
7338949780962929464;On Premise;Restaurant;30046
4409926469306526866;Off Premise;Package/Liquor;80232
3766957750642962655;Off Premise;Convenience;80022
6471970792183531258;Off Premise;Convenience;30030
6964801523944420791;On Premise;Restaurant;80203
4906176045522851690;Off Premise;Package/Liquor;80004
3400927100534163363;Off Premise;Grocery;80122
3398764930419802057;On Premise;Hotel/Motel;30143
9084739203447741703;Off Premise;Grocery;31501
8029660250264839750;Off Premise;Package/Liquor;80233
6190440454725253064;On Premise;Bar;81007
8089695427848707926;Off Premise;Convenience;80229
544398684745870026;On Premise;Restaurant;80120
5208721562839733718;Off Premise;Convenience;80211
3082524052498598212;On Premise;Gym/Fitness;30338
8239558723009474369;Off Premise;Convenience;30341
3610070649190826246;On Premise;Golf - Public;80011
3420933316584151074;Off Premise;Package/Liquor;80030
3161677864940491235;On Premise;Restaurant;81301
6868029345033051802;On Premise;Bar;81137
731689191871728198;On Premise;Hotel/Motel;81435
1547047759712139092;Off Premise;Convenience;30035
1545124089388987004;On Premise;Restaurant;30341
313456764942796370;Off Premise;Package/Liquor;80012
3778964430433696724;Off Premise;Convenience;30341
412573959146877875;On Premise;Bar;80202
3710589242333240218;On Premise;Restaurant;80903
6596874559070378621;On Premise;Restaurant;81149
6817254482613486859;Off Premise;Other Off Premise;80216
7694885742706458877;On Premise;Bar;80401
6694848794693790966;Off Premise;Other Off Premise;80487
2948804501924646402;On Premise;Golf - Public;30024
7508866696679644291;Off Premise;Package/Liquor;80003
2662387643897621515;On Premise;Mexican Rest;80538
1216218475779674044;On Premise;Bar;80109
3199541173567215272;On Premise;Golf - Private;30350
798085834923423754;Off Premise;Package/Liquor;80219
1990042257371861894;On Premise;Asian;80121
4095784604853393382;On Premise;Restaurant;80005
6799966253819393991;On Premise;Restaurant;31201
6957238410976217625;Off Premise;Super Center;30701
8651408504170585549;On Premise;Restaurant;30019
4562408186295639598;On Premise;Theatre;80016
1458754417412974949;On Premise;Restaurant;80010
3472445705165065731;Off Premise;Convenience;30071
8679997968078790683;On Premise;Restaurant;30066
3211769295603237439;Off Premise;Package/Liquor;30096
5821868284871416893;On Premise;Bar;80227
2403563584072925199;On Premise;Restaurant;80110
2760018522154709469;Off Premise;Super Center;81301
550568089464519268;On Premise;Service Org;80026
1120516661110793165;On Premise;Bar;81526
7311187819992973643;Off Premise;Convenience;80908
8867002003838559907;Off Premise;Convenience;30341
8931194876277750906;On Premise;Italian;30076
5246974755342541030;On Premise;Restaurant;80016
8678686292370576066;Off Premise;Convenience;80514
5027339193966824013;On Premise;Casino;80422
6381465203784454288;On Premise;Billiard/Bowling;81201
5087048771260412893;On Premise;Hotel/Motel;80907
5334720955759204923;On Premise;Restaurant;30721
3337505315954059040;On Premise;Pizza;30701
9215717678742013667;Off Premise;Package/Liquor;81082
116872905310340271;On Premise;Mexican Rest;30173
2965348509400224082;Off Premise;Convenience;30161
2993541194577695466;Off Premise;Package/Liquor;80526
3635999525916851704;On Premise;Bar;30084
8556890316539114345;Off Premise;Convenience;30052
984698063890164537;Off Premise;Grocery;30349
1940251599338033290;On Premise;Bar;81224
6978839816900613213;Off Premise;Convenience;30721
3990393179259836668;On Premise;Pizza;30513
2589387851173271243;Off Premise;Convenience;80219
2682031241284528571;On Premise;Coffee House;80924
2714560075144401870;On Premise;Restaurant;80517
3210203825458165986;Off Premise;Convenience;30346
4387406333744256862;On Premise;Bar;80209
6797631814538943324;Off Premise;Convenience;80503
6359966020039323439;Off Premise;Convenience;30087
315206659419572631;Off Premise;Package/Liquor;80220
1951905071639023674;On Premise;Restaurant;81611
5456970362380670967;On Premise;Restaurant;80819
85363394934378747;On Premise;Bar;80461
1231138911164683291;Off Premise;Convenience;30165
5632843361712960321;On Premise;Restaurant;80465
7479432136937230060;On Premise;Restaurant;80922
1856584906340508201;On Premise;Pizza;81230
3851308048220434736;Off Premise;Package/Liquor;80205
197008671190242470;On Premise;Bar;80205
858531196035375264;Off Premise;Super Center;80022
4036146086952097355;On Premise;Restaurant;80601
194867323592938951;On Premise;Restaurant;80210
1927101472910362411;Off Premise;Convenience;80020
2344795923591773478;On Premise;Hotel/Motel;31201
2214752385109818102;Off Premise;Convenience;30143
6405760205717141185;On Premise;Restaurant;80631
8242844569596472085;Off Premise;Convenience;81007
6828563980256214693;Off Premise;Drug;80909
9220913929523151445;Off Premise;Convenience;80204
201243140078002808;Off Premise;Convenience;80234
9021600960576344616;Off Premise;Convenience;80723
1405637796674287659;On Premise;Restaurant;80920
2434345343360132197;Off Premise;Package/Liquor;30080
7486013063846952304;On Premise;Restaurant;30121
3318651357916572056;On Premise;Bar;80205
809108000831449524;On Premise;Bar;80631
92912379780413906;On Premise;Restaurant;80603
2117676145218418764;On Premise;Stadium/Concession;80246
4562793310226129860;Off Premise;Package/Liquor;30250
3719586939053823101;On Premise;Mexican Rest;30360
9037182179976213744;On Premise;Bar;80214
1512963406408252424;On Premise;Irish;80524
5186345854775637737;Off Premise;Package/Liquor;80127
865971234381826925;Off Premise;Package/Liquor;81125
4810976536572050003;On Premise;Restaurant;81147
3660799667423339263;On Premise;Hotel/Motel;30720
6336801701266426210;Off Premise;Convenience;80907
4861108301511585761;On Premise;Bar;30188
1091624286290832148;Off Premise;Convenience;80526
2773269703691169556;On Premise;Bar;80482
1736020312301882420;Off Premise;Convenience;30101
3644184535154621675;Off Premise;Convenience;80701
4115404586217364904;On Premise;Golf - Public;80831
2716164830765971597;On Premise;Restaurant;80807
8553673659322732651;Off Premise;Package/Liquor;31535
8534990345204225539;On Premise;Special Event;30083
3588965497576301021;Off Premise;Sub Distributor;80216
5573437061800564309;Off Premise;Super Center;30721
2375027112103225182;Off Premise;Grocery;80863
9010033112660754981;On Premise;Restaurant;81006
4415972179184163865;Off Premise;Package/Liquor;80136
4410941911321867724;Off Premise;Convenience;81301
2037381354776785712;On Premise;Mexican Rest;30071
4234962037755364926;Off Premise;Convenience;30161
1371092184223870032;On Premise;Restaurant;80211
516542143875498628;On Premise;Mexican Rest;30189
5624402161802553640;On Premise;Bar;80909
1033165233471770287;Off Premise;Convenience;81301
4381971876905243195;On Premise;Restaurant;80634
5379316471206857893;Off Premise;Convenience;80807
3250170693539297337;On Premise;Restaurant;80220
3427365801991259673;Off Premise;Drug;30165
79909413954515177;On Premise;Asian;80202
6191517870871449239;Off Premise;Convenience;80122
4600331450704155970;On Premise;Mexican Rest;80526
4833501839882625849;Off Premise;Package/Liquor;81504
1953096947349461112;Off Premise;Package/Liquor;80218
8102869021179021953;On Premise;Music Venue;80203
4729019183624348951;Off Premise;Package/Liquor;80634
778179659895421559;On Premise;Pizza;30307
474906142304232768;On Premise;Hotel/Motel;80651
8414962770553358988;On Premise;Service Org;80758
7919578286532151895;On Premise;Restaurant;80435
7704594151412461589;On Premise;Bar;81082
2397389856959348455;Off Premise;Grocery;30043
2130725248628353182;Off Premise;Convenience;30012
5136583121367809759;Off Premise;Package/Liquor;80497
7016335692661421429;On Premise;Restaurant;81301
1340525425503310227;On Premise;Mexican Rest;30350
1306129857306891023;Off Premise;Package/Liquor;30040
10498842683647539;Off Premise;Convenience;80226
986798645350155595;Off Premise;Convenience;30101
357780895375220804;On Premise;Golf - Public;80807
5119967995534906349;Off Premise;Package/Liquor;80012
3894799180957014680;On Premise;Hotel/Motel;80021
4211184576882369628;On Premise;Night Club;30093
710937130379727592;On Premise;Hotel/Motel;30346
6428404702357115568;On Premise;Restaurant;80027
6996523892120078017;On Premise;Sample Room;30120
2346574043058353998;Off Premise;Convenience;80104
3465891926525477100;On Premise;Restaurant;80111
311036261337606470;On Premise;Restaurant;81067
7144319761712154203;On Premise;Coffee House;30312
2973142339727412124;Off Premise;Package/Liquor;31405
296583611650240147;Off Premise;Package/Liquor;80913
502962204968755872;Off Premise;Convenience;30045
4047143666035110144;Off Premise;Package/Liquor;30341
644973696804492031;Off Premise;Non-Traditional;30701
8173585566175703293;Off Premise;Package/Liquor;80909
8982024373971071935;Off Premise;Package/Liquor;80013
7941900054635476728;Off Premise;Package/Liquor;81301
3412006861204119689;On Premise;Restaurant;80204
923693802382251331;On Premise;Winery;80809
5510234819628580418;On Premise;Hotel/Motel;80237
3206158258761064297;Off Premise;Convenience;80621
7280342880360139448;Off Premise;Drug;30078
4209013919345910034;Off Premise;Convenience;30092
6454758034625735925;Off Premise;Convenience;80210
6141065383716453086;On Premise;Restaurant;80126
7313350093241992283;On Premise;All Other N/A On Premise;30341
2081704863949014648;Off Premise;Convenience;30360
4092905518619090974;Off Premise;Drug;30093
1637121438455622050;Off Premise;Package/Liquor;80221
445426775062323586;On Premise;Pizza;30030
594860382469691888;Off Premise;Package/Liquor;30021
8342556107443535024;On Premise;Restaurant;30319
743551311928268542;Off Premise;Drug;30044
8720873541152250032;On Premise;Asian;80215
3498157997459284165;Off Premise;Convenience;80122
1683813559435875407;On Premise;Other On Premise;80209
8753487084847197218;On Premise;Restaurant;30097
5785670880346247556;On Premise;Restaurant;80003
720021409242442636;On Premise;Mexican Rest;80525
6661756537847564511;On Premise;Other On Premise;80015
7927692001236243153;Off Premise;Convenience;30536
4537263815446265905;Off Premise;Convenience;30161
4115897383618645675;Off Premise;Grocery;30044
5546040459354009705;On Premise;Bar;30188
8992278048698908228;On Premise;Restaurant;80021
1079423295244475277;On Premise;Restaurant;30721
7027545307786611170;On Premise;Airline/Airport;80249
7658455290152973578;Off Premise;Package/Liquor;80112
7560121144802446854;On Premise;Bar;81122
3720554433628083867;Off Premise;Grocery;30241
3740432245812296069;On Premise;Italian;80014
7800901932833656243;Off Premise;Package/Liquor;81326
4922283682548936673;Off Premise;Club Store;30060
2397273438780115213;On Premise;Other On Premise;80238
143374349148575179;On Premise;Mexican Rest;30346
4800605931096275928;Off Premise;Drug;30189
7257591964208995961;On Premise;Other On Premise;81623
7666616285904613478;On Premise;Hotel/Motel;80207
3677678694311680629;On Premise;Restaurant;80302
7141715631397359082;Off Premise;Package/Liquor;80206
5446571662010536417;On Premise;Bar;81621
5629434668269865889;On Premise;Restaurant;80487
7230603137481735760;Off Premise;Grocery;30058
441197488461680574;On Premise;Church;80480
7914087205302716915;On Premise;Restaurant;80206
783575859788813841;Off Premise;Super Center;80127
5596917512429910403;Off Premise;Package/Liquor;30014
1900305302714850996;Off Premise;Grocery;30047
3164280706196140940;On Premise;Bar;80210
5220925095307024437;Off Premise;Grocery;80002
1581566550135736534;Off Premise;Convenience;80204
2209464199488652849;On Premise;Mexican Rest;80524
2841850564342479166;On Premise;Restaurant;80424
4596525873163212031;Off Premise;Package/Liquor;80108
4445551872757098530;On Premise;Restaurant;80104
2513127956900781486;Off Premise;Convenience;30720
960765977459793423;Off Premise;Convenience;80229
3894305404299508011;On Premise;Restaurant;80104
2147180171662887922;On Premise;Restaurant;80424
8193857435336983222;Off Premise;Package/Liquor;81301
5553952637533339294;Off Premise;Convenience;30734
9179578772433110047;Off Premise;Package/Liquor;80003
8626551291782031429;On Premise;Restaurant;80029
7363150071290560799;On Premise;Restaurant;81301
5883757423013595156;On Premise;Other On Premise;80206
394551189713105944;Off Premise;Convenience;80228
3122781264868652514;On Premise;Sample Room;80033
959599084440980692;On Premise;Special Event;30024
7333233716541247152;Off Premise;Grocery;30115
6053035297828398499;On Premise;Restaurant;80227
4568306044510697490;Off Premise;Package/Liquor;80921
1814250854869910636;On Premise;Restaurant;30305
8982473326408377043;On Premise;Restaurant;30047
8887999802212910658;Off Premise;Grocery;30013
8358711752573490829;Off Premise;Convenience;80016
8949861534247637346;On Premise;Bar;80234
3647030823838491390;On Premise;Bar;80211
8408657108727084062;On Premise;Service Org;80524
6126101136615333137;On Premise;Restaurant;80302
7822126355642204174;On Premise;Service Org;81144
6555311379250504489;On Premise;Restaurant;80204
6502380097531230444;On Premise;Mexican Rest;80528
847710829528240758;Off Premise;Package/Liquor;80904
6823774315890178711;On Premise;Bar;80917
5520726401963022473;On Premise;Golf - Public;81301
7221536786236776538;Off Premise;Grocery;81089
392121535300882016;Off Premise;Convenience;30341
7574606529808204835;Off Premise;Package/Liquor;80030
1393524268992248626;On Premise;Restaurant;80202
3686884088297540663;On Premise;Golf - Public;81211
3627390702190814993;Off Premise;Package/Liquor;80465
2730516099767838297;Off Premise;Package/Liquor;80914
7149355048641544023;On Premise;Mexican Rest;30101
1139538323933610502;Off Premise;Grocery;80525
5661966359688657466;On Premise;Hotel/Motel;80446
1034130970844678961;Off Premise;Convenience;30083
4462481012139176092;On Premise;Restaurant;80010
3755517389073610939;On Premise;Other On Premise;80021
3634531686892362342;On Premise;Other On Premise;80205
3546521932474277828;On Premise;Restaurant;81301
8665913736085303975;On Premise;Restaurant;80022
8966709498397723737;On Premise;Bar;80401
5549062547254728086;Off Premise;Convenience;30121
6900953975595908994;On Premise;Sports/Rec Club;80631
1279555839847202841;On Premise;Restaurant;30305
1614425299012489952;On Premise;Mexican Rest;30096
1171695323760866983;Off Premise;Convenience;30071
3089889927683582952;Off Premise;Convenience;80132
4696806284262500257;On Premise;Restaurant;80903
65999430330183814;On Premise;Special Event;81004
1898212702373322003;On Premise;Hotel/Motel;30305
5377852185311597810;Off Premise;Drug;30125
3318172806916569890;On Premise;Bar;80113
8260295087714776512;Off Premise;Convenience;30736
9027246849267039997;On Premise;Mexican Rest;80758
3044581072727157075;On Premise;Restaurant;80424
8567724251592103404;On Premise;Billiard/Bowling;30114
4696646792302048219;Off Premise;Convenience;80226
2501661372034150172;On Premise;Restaurant;31401
2981057758927830923;Off Premise;Package/Liquor;31792
3811670404302829416;Off Premise;Package/Liquor;80022
6721922589414199766;On Premise;Bar;80909
8493839587201556926;On Premise;Restaurant;30087
9047199091593570857;On Premise;Restaurant;31328
7342119067290260842;On Premise;Restaurant;80538
170546021681116203;Off Premise;Convenience;80915
3594192450935255070;On Premise;Bar;81433
5208492210525306728;Off Premise;Club Store;30189
5735379384037181326;Off Premise;Convenience;80017
251648169737385071;Off Premise;Grocery;80003
4920346118421072774;On Premise;Restaurant;80921
8709081938691204795;Off Premise;Convenience;30012
7552331948075522222;Off Premise;Package/Liquor;30720
286383452668762726;On Premise;Hotel/Motel;80631
4865375278876097230;On Premise;Service Org;81101
3906614748919469390;On Premise;Service Org;81301
3550218787284042738;Off Premise;Grocery;30066
5171865300691192204;On Premise;Music Venue;30002
7453651713917737657;On Premise;Restaurant;81144
3180067919901129342;On Premise;Restaurant;80014
5468746127889528820;On Premise;Restaurant;81631
6378477261975148850;On Premise;Restaurant;81224
4108536635266660025;Off Premise;Convenience;80022
7078150919496943734;On Premise;Golf - Public;80602
6034036598477521833;On Premise;Mexican Rest;81212
6495423663389749142;On Premise;Bar;80221
155119666365996347;On Premise;Restaurant;30052
7558204158243609204;On Premise;Bar;80209
6181577119375728508;On Premise;Restaurant;81211
2423720297440370901;Off Premise;Package/Liquor;80461
2934148792586457701;On Premise;Bar;30058
3288463725674262584;Off Premise;Convenience;80124
2202897855929548709;Off Premise;Package/Liquor;31204
3162664213277787073;On Premise;Restaurant;30125
4992916982668247808;Off Premise;Package/Liquor;80015
8656970939303905381;Off Premise;Package/Liquor;80537
1323107389057805740;On Premise;Theatre;80120
7308793446073222123;On Premise;Bar;81647
370610555814825538;Off Premise;Package/Liquor;81611
8910713959795143705;On Premise;Church;80424
3570199435863904688;On Premise;Mexican Rest;30096
6026961260658614249;On Premise;Asian;30189
7903748998520871157;Off Premise;Convenience;30360
4582734524063673213;On Premise;Country/Western;80033
5481812168908256532;Off Premise;Grocery;80013
5162029029942204374;On Premise;Restaurant;80031
1890582972126772422;On Premise;Mexican Rest;80601
6440601864060645981;On Premise;Restaurant;80528
1644043055815568470;On Premise;Restaurant;80303
10097752152132198;On Premise;Restaurant;80537
1111358627834361032;On Premise;Restaurant;80516
6963714681161022246;On Premise;Restaurant;30101
9096306918146674873;On Premise;Pizza;80002
6246643239389723905;On Premise;Restaurant;80424
5780296894278260101;Off Premise;Convenience;80446
9119014036388113356;On Premise;Bar;80226
4547896418443256081;Off Premise;Package/Liquor;80401
2455204163864125872;Off Premise;Convenience;80524
7193434096047918939;Off Premise;Package/Liquor;80026
6291926042737572710;Off Premise;Convenience;80123
957082649467118382;On Premise;Banquet/Caterer;80905
1451463999804833654;Off Premise;Convenience;81101
1256723912045697911;On Premise;Restaurant;81321
2175618821194241921;On Premise;Asian;80210
8440381426534201640;On Premise;Restaurant;81650
1623557933888474343;Off Premise;Package/Liquor;81650
5630710695209279346;Off Premise;Grocery;30360
6128221631713698047;On Premise;Restaurant;80301
5352852916403712969;On Premise;Restaurant;30736
6664872880915226694;On Premise;Restaurant;30318
2442679266400221541;Off Premise;Convenience;30701
2305062876589559602;Off Premise;Convenience;30083
4802720025917889519;On Premise;Restaurant;80124
9013217600127014177;Off Premise;Convenience;80909
1659568600473496023;On Premise;Stadium/Concession;80249
5946329901705861344;On Premise;Coffee House;80424
6413052344093327678;On Premise;Bar;30189
738341998201741791;On Premise;Bar;80228
1008966224293759929;On Premise;Restaurant;80631
7142446555091183386;On Premise;Special Event;30083
7731233724512594516;Off Premise;Convenience;80229
2339291212394580872;On Premise;Restaurant;80218
6943529180182838496;On Premise;Hotel/Motel;80202
7794032741516778774;Off Premise;Grocery;30096
6709927046356913742;On Premise;Irish;80202
8123695677817648523;Off Premise;Package/Liquor;80480
1888691295409598013;On Premise;Sports/Rec Club;80126
2749408667051343131;On Premise;Restaurant;80920
1873538433174400621;On Premise;Restaurant;81036
3622693666369227458;On Premise;Mexican Rest;80487
6185657772001700437;On Premise;Other On Premise;80126
4272178899697914395;On Premise;Restaurant;30096
8693476933351165165;Off Premise;Package/Liquor;31322
6095913594238903586;Off Premise;Convenience;80015
1231249042028950977;Off Premise;Convenience;80915
6287756617177396720;On Premise;Barbeque;30307
1373675446074438013;On Premise;Restaurant;80134
8200812271857681753;Off Premise;Super Center;80130
7011947241844663907;On Premise;Mexican Rest;80209
5260184350830305073;Off Premise;Grocery;30329
3870372730817165156;Off Premise;Grocery;80951
4952291847498062738;On Premise;Other On Premise;80104
6117436737236427504;Off Premise;Grocery;30093
3863828332474573090;On Premise;Restaurant;80211
363939095399153167;Off Premise;Convenience;80233
2482893513234711197;On Premise;Bar;80309
8056181160630472726;On Premise;Coffee House;80907
5361733695633138859;Off Premise;Convenience;81006
418435933769758981;Off Premise;Grocery;30080
5141220246725658308;Off Premise;Package/Liquor;80205
5921292993450787230;Off Premise;Convenience;80601
701167712094123443;On Premise;Restaurant;80138
1160010512075482060;On Premise;Golf - Private;30307
3468058877407870607;On Premise;Golf - Private;80401
3354833626489466390;On Premise;Sports/Rec Club;80129
2790339440802137931;Off Premise;Package/Liquor;80134
5315620703014593121;Off Premise;Convenience;30519
2373682082512210936;On Premise;Restaurant;30318
8267050373377392293;On Premise;Bar;80303
2227683945104238820;On Premise;Mexican Rest;30024
5072736883106244577;On Premise;Other On Premise;80202
143898808520414154;Off Premise;Package/Liquor;80021
1466716543736593881;Off Premise;Convenience;80910
8250903853897034748;On Premise;Golf - Public;80517
216241398087662419;Off Premise;Package/Liquor;30736
8525626327544235563;On Premise;Restaurant;80631
4864966049135546157;Off Premise;Convenience;30165
6873314368683346789;On Premise;Restaurant;30601
5307901186653634211;Off Premise;Package/Liquor;31088
772027416763537301;Off Premise;Package/Liquor;80227
3441980219954108452;On Premise;Restaurant;80510
5722439646230433014;On Premise;Restaurant;81052
4728057045017099704;On Premise;Bar;31401
6564968059088965792;Off Premise;Package/Liquor;81230
345628178359789336;On Premise;Hotel/Motel;30043
1134285886078903014;On Premise;Restaurant;80923
1956256107274239659;Off Premise;Package/Liquor;30078
3962203057985189412;On Premise;Bar;80203
916927572359668482;Off Premise;Package/Liquor;30141
8285032067653763924;Off Premise;Convenience;30102
3766654233897557373;Off Premise;Package/Liquor;30038
7094281636545476221;On Premise;Restaurant;80107
5093188706431714875;Off Premise;Convenience;30161
2284070681700335430;Off Premise;Package/Liquor;80233
8173499791190018113;On Premise;Restaurant;30319
8915438618648954462;On Premise;Restaurant;80022
5112359225587524805;On Premise;Restaurant;80302
5315009848368996997;On Premise;Restaurant;81657
5065108529449311407;On Premise;Restaurant;80220
2772936366554358012;On Premise;Asian;80202
5694157291025030170;Off Premise;Convenience;80523
7996694581406162759;Off Premise;Other Off Premise;30747
2128682857765664877;Off Premise;Package/Liquor;30813
8337563725736910393;Off Premise;Package/Liquor;30720
6246160756792200054;On Premise;Italian;80238
8904770603715275094;On Premise;Mexican Rest;80550
3363421296428283116;On Premise;Golf - Public;80446
2357956514276358222;On Premise;Asian;30307
7513105720267190301;Off Premise;Package/Liquor;30040
1261747162606910540;On Premise;Restaurant;30303
4582688322545581880;On Premise;Restaurant;80134
6529258188597792729;On Premise;Bar;80210
5399773436907599285;On Premise;Italian;80465
9220385329679001233;Off Premise;Convenience;80302
4747850081864657815;On Premise;Restaurant;81212
6841464723913023570;Off Premise;Grocery;30519
8240928498619178371;Off Premise;Convenience;30019
3337426692389306626;Off Premise;Convenience;30341
873157208414329787;Off Premise;Convenience;30120
4698255912126669734;Off Premise;Package/Liquor;80220
682190022469383026;On Premise;Bar;81003
8166430323867317627;Off Premise;Convenience;30093
5755403585336186162;Off Premise;Grocery;81082
2632925347458339075;Off Premise;Convenience;30319
1560119306180910186;On Premise;Stadium/Concession;81082
4515955501500404069;Off Premise;Package/Liquor;80487
5442986451968924643;On Premise;Bar;30092
2599789202586223575;On Premise;Restaurant;80443
9160909201068920641;On Premise;Theatre;30005
5775053337392000139;Off Premise;Grocery;30127
557402858331486562;Off Premise;Convenience;30044
3152314521778346994;On Premise;Mexican Rest;80238
1943554002580813863;On Premise;Hotel/Motel;80401
7608555946617382025;Off Premise;Convenience;30103
2875488372775965852;On Premise;Other On Premise;81427
7942294054342886422;On Premise;Hotel/Motel;30329
804051693189686624;Off Premise;Grocery;30044
3528814617520617173;On Premise;Hotel/Motel;80204
5013813057741516185;Off Premise;Convenience;81433
2101034880848615335;Off Premise;Package/Liquor;80401
7946924913785183475;Off Premise;Package/Liquor;81301
7219416548235617739;On Premise;Golf - Private;31411
914522697274628188;On Premise;German;80017
5595482716487419604;Off Premise;Convenience;81321
3747877071290437639;On Premise;Night Club;80302
4912866495456230251;Off Premise;Convenience;81144
4123537788074267666;Off Premise;Package/Liquor;80232
905257515529411131;Off Premise;Package/Liquor;80620
619221321829652246;On Premise;Hotel/Motel;30097
4431108374991625245;On Premise;Bar;81005
6446569282810148012;On Premise;Golf - Private;30317
115682714525160447;On Premise;Golf - Private;30097
5238018516555616269;On Premise;Bar;81082
8618514106334320291;Off Premise;Package/Liquor;30318
5269495384351153427;Off Premise;Convenience;80123
5505783509249599764;Off Premise;Package/Liquor;80473
4232820940179575429;Off Premise;Package/Liquor;31533
3224421893986198647;On Premise;Mexican Rest;30518
7487477999416937562;Off Premise;Convenience;30071
432447124259459322;On Premise;Mexican Rest;30340
22499401553670337;On Premise;Golf - Public;80807
6485263375941832145;On Premise;Mexican Rest;30005
7270852909621606291;Off Premise;Package/Liquor;80545
9059359773436760321;On Premise;Bar;81147
2224029180376883400;On Premise;Bar;80011
1976359803284520001;Off Premise;Drug;30742
5182060407083423451;Off Premise;Convenience;80030
2190326176734205664;On Premise;Pizza;80122
7413431724290243133;On Premise;Mexican Rest;30340
7016579053857108111;Off Premise;Package/Liquor;80220
6020205826376903992;On Premise;Mexican Rest;80122
1349140770704576184;On Premise;Golf - Private;30097
1115922752506335985;Off Premise;Convenience;30121
3188767650691808949;Off Premise;Convenience;30161
2583880747379250030;On Premise;Special Event;30076
3834606779167023934;On Premise;Other On Premise;80424
5396956937362392795;On Premise;Night Club;81611
5487958169877144382;Off Premise;Package/Liquor;80916
6291297914780631368;Off Premise;Convenience;80916
7937553013182489129;Off Premise;Package/Liquor;80013
6058888885683344812;On Premise;Restaurant;80435
3281065717992922326;On Premise;Restaurant;30022
8367348173493988719;On Premise;Mexican Rest;80219
2987527199879690675;On Premise;Restaurant;80631
5717549202490727425;Off Premise;Grocery;81089
2648926339126416654;On Premise;Golf - Public;81301
5778878631561713917;Off Premise;Grocery;30024
8575982713694687446;On Premise;Sports/Rec Club;80821
1514706409341851865;Off Premise;Package/Liquor;30161
4202858377455944662;On Premise;Bar;80203
3478631960552677432;On Premise;Restaurant;80501
1806968938198179916;On Premise;Bar;81067
3773622257529884638;Off Premise;Drug;30165
5538851823321709722;Off Premise;Convenience;30043
7231460253963569685;On Premise;Hotel/Motel;30087
5241979465245463301;On Premise;Restaurant;80002
2571051632839200135;On Premise;Restaurant;80020
3748224100747339417;On Premise;Bar;80202
3262644340761578344;Off Premise;Convenience;80922
8597038101171470047;Off Premise;Package/Liquor;31605
1656564844526149524;Off Premise;Package/Liquor;80209
255575946439724574;On Premise;Restaurant;81147
7361826091483221612;On Premise;Other On Premise;81611
770004300419437563;On Premise;Service Org;80221
4507711188088684194;Off Premise;Convenience;30097
4145807098630163523;On Premise;Pizza;30518
3616282808466073080;On Premise;Restaurant;80487
9120243738439888874;On Premise;Restaurant;80126
6453538383896285265;On Premise;Restaurant;30519
878229211581266119;On Premise;Restaurant;80501
9205165855678094910;On Premise;Restaurant;81301
