produto;categoria;descricao;tipos;label;subcategoria;marca;fabricante
3884470275871776219;Draft;MONDAY NIGHT BREWING DINOSAUR CONNOISSEUR IPA 1/6 KEG;Draft;In&Out;Stout & Porter;Monday Night Brewing Dinosaur Connoisseur;Monday Night Brewing
5560615306354434050;Wine;JORDANOV RKACITELI 2019;Wine < 14 %;Close Out;White Wine;Jordan Rkaciteli;Small Vineyards
4875801037601576787;Draft;GOLDEN ROAD BLONDE 1/2 KEG;Draft;In&Out;Other Draft;Golden Road Blonde;AB Anheuser Busch Inc
7652012236448067777;Non-Alcohol;ALANI SPARKLING WATER PINA COLADA 3/8/12 CN;Non Alcohol;Core;Water;Alani Sparkling Water Pina Colada;Congo Brands
4889815561408342692;Wine;CUPCAKE CALIFORNIA ROSE 750 ML;Wine < 14 %;Discontinued;Rosé Wine;Cupcake California Rose;National - The Wine Group
5854098638082429437;Distilled Spirits;SKOL PREMIUM VODKA 24/375ML 80PF;Distilled Spirits;;Vodka;Skol Premium Vodka;Sazerac Spirits
3894706280449257667;Package;BUSCH LIGHT 30/12 CN;Package;Core;Lager;Busch Light;AB Anheuser Busch Inc
643130387544267145;Draft;GOOSE BOURBON COUNTY STOUT 1/6 KEG 2019;Draft;;Stout & Porter;Goose Island Bourbon County Stout;AB Anheuser Busch Inc
3445268010028123713;Distilled Spirits;MEMBERS MARK FRENCH VODKA TRAY 6/1.75L 80PF;Distilled Spirits;Private Label;Vodka;Members Mark French Vodka;Sazerac Spirits
3354277046201392351;Non-Alcohol;STIRRINGS GINGER LIQUEUR 12/750ML 50PF;Distilled Spirits;;Other Non-Alcoholic;Stirrings Ginger Liqueur;Sazerac Spirits
2751025145890407164;Wine;HAND ON HEART NA CABERNET SAUVIGNON 2020;Non Alcohol;Core;Red Wine;Hand on Heart NA Cabernet Sauvignon;Miller Family Wine Company
4489633046739845050;Distilled Spirits;YUU BAAL ANEJO ESPADIN;Distilled Spirits;Core;Tequila / Mezcal;Yuu Baal Anejo Espadin;Pacific Edge Wine & Spirits
6797546225861980581;Draft;SHOCK TOP PRETZEL 1/6 KEG;Draft;In&Out;Wheat Beer;Shock Top Twisted Pretzel;Tilray Brands
625342425558694352;Package;GOOSE ISLAND IPA 6/4/16 CAN;Package;;IPA;Goose Island IPA;AB Anheuser Busch Inc
1150972456455537416;Package;SW RIFF VODKA SODA STRAWBERRY 4/6 CN;Distilled Spirits-RTD;;Other Package;SweetWater Riff Vodka Soda Strawberry;Tilray Brands
2467978897118195647;Wine;HENRIQUES ALTITUDES 2019;Wine < 14 %;Close Out;Red Wine;Henriques Altitudes;French Libations
1011132854339272786;Draft;WILD LEAP COAST WEST 22 DIPA 1/2 KEG;Draft;In&Out;Pale Ale;Wild Leap Coast West 22;Wild Leap Brewing Co
588990156474975479;Wine;FLIPFLOP PINK MOSCATO (BTL);Wine < 14 %;Core;Rosé Wine;Flipflop Fizzy Pink Moscato;National - The Wine Group
6408824092858006619;Non-Alcohol;TASTE OF FLA LIME 1/32;Non Alcohol;Core;Mixers;Taste of Florida Lime;Coastal Beverages
2367585892387998083;Package;ELYSIAN NIGHT OWL PUMPKIN ALE 4/6/12 LN;Package;Fall Seasonal;Specialty;Elysian Night Owl Pumpkin Ale;AB Anheuser Busch Inc
286927127127638016;Distilled Spirits;JUAN BONILLA GALAN REPOSADO 750ML;Distilled Spirits;Discontinued;Tequila / Mezcal;Juan Bonilla Galan Reposado;Juan Bonilla Imports
7322438752626794456;Draft;SLOW POUR KISS THE SKY IPA 1/4 KEG;Draft;In&Out;Other Draft;Slow Pour Kiss The Sky Milkshake IPA;Slow Pour Brewing Co
6500276833922268787;Package;WILD CIDER CO BRUT & BOUJEE 6/4 CN;Package;;Other Package;Wild Cider Brut & Boujee;Wild Cider Co
8728662573224341894;Non-Alcohol;SPARKLING ICE COCO PINEAPPLE 12/17;Non Alcohol;Core;Water;Sparkling Ice Coconut Pineapple;Talking Rain
6936510674939714560;Wine;BRICK & MORTAR BLOCK HOUSE VINEYARD BRUT ROSE 2017;Wine < 14 %;Close Out;White Wine;Brick & Mortar Sweetwater Springs Vineyard Blanc;Brick & Mortar Wines
2522783783628237295;Distilled Spirits;HOUSE OF LOVE TANGERINE MARGARITA;Distilled Spirits;Discontinued;Ready-to-Drink;House of Love Tangerine Margarita;House of Love Cocktails, LLC
7936355353839237697;Wine;PAITIN ROERO ARNEIS ELISA 2019;Wine < 14 %;Specialty;White Wine;Paitin Roero Arneis Elisa;Catamarca Imports
2561447298579550253;Wine;MARGARETT'S VINEYARD CABERNET SAUVIGNON 2018;Wine < 14 %;Discontinued;Red Wine;Margaretts Vineyard Cabernet Sauvignon;Mcnab Ridge Winery
5818924230774852618;Wine;OINOZ CRIANZA CLAUDE GROS 2015;Wine < 14 %;Discontinued;Red Wine;Oinoz Crianza;Bottle Diplomacy
2873410670467318383;Draft;BRECKENRIDGE OKTOBERFEST 1/6 KEG;Draft;Discontinued;Lager / Pilsner;Breckenridge Oktoberfest;Tilray Brands
6893524890552741177;Package;STELLA ARTOIS 2/12/12 CN;Package;Discontinued;Lager;Stella Artois;AB Anheuser Busch Inc
2171191303740992960;Package;GOLDEN ROAD FRUIT CART SELTZER VP 2/12/12 CN;Package;;Other Package;Golden Road Fruit Cart Hard Seltzer Variety Pack;AB Anheuser Busch Inc
4680523257373759524;Non-Alcohol;REED'S EXTRA GINGER BEER 6/4 12OZ CN;Non Alcohol;Core;Soda;Reed's Extra Ginger Beer;Reed's Inc
9036639434778896273;Package;STELLA ARTOIS 4/6/11.2 LN;Package;Discontinued;Lager;Stella Artois;AB Anheuser Busch Inc
3817800046532107104;Wine;CYAN PRESTIGIO 2016;Wine > 14 %;Close Out;Red Wine;Cyan Prestigio;Bottle Diplomacy
1417149568822505135;Distilled Spirits;SIMPLE MAN VODKA PEACH;Distilled Spirits-Domest;Core;Vodka;Simple Man Distilling Peach;Simple Man Distilling
285541377368467929;Wine;TEMPO D'ANGELUS 2020;Wine > 14 %;Clearing;Red Wine;Tempo d'Angelus - TWT;The Wine Trust
2503909614384613997;Distilled Spirits;DOC BROWN COFFEE BOURBON CREAM LIQUEUR;Distilled Spirits-Domest;Core;Liqueurs & Cordials;Doc Brown Coffee Bourbon Cream Liqueur;Doc Brown Farm & Distillers
5291819214195675423;Wine;MD 20/20 ELECTRIC MELON 375ML;Wine < 14 %;Discontinued;Dessert Wine;MD 20/20 Electric Melon;National - The Wine Group
8663495453589323322;Wine;SALVESTRIN RETTAGIO 2019;Wine > 14 %;Close Out;Red Wine;Salvestrin Rettagio;Salvestrin Wine Company
1601862393537877502;Wine;SALVESTRIN SANGIOVESE 2020;Wine > 14 %;Specialty;Red Wine;Salvestrin Sangiovese;Salvestrin Wine Company
171918652400375265;Wine;ONX PRAETORIAN 2017;Wine > 14 %;Discontinued;Red Wine;Onx Praetorian;Onx Winery
8101693128071775263;Wine;SCOTTO FAMILY CELLARS CABERNET SAUVIGNON 2017;Wine < 14 %;Discontinued;Red Wine;Scotto Family Cellars Cabernet Sauvignon;Scotto Cellars
5312250129957534443;Non-Alcohol;BIOLYTE BERRY 12/16 NR;Non Alcohol;Discontinued;Other Non-Alcoholic;Biolyte Berry;BIOLYTE
6853310370733963076;Distilled Spirits;THOMAS HANDY RYE 2021 3/750ML 129.6PF;Distilled Spirits;Allocated;Other Spirits;Thomas Handy 2021 Rye;Sazerac Spirits
6140168744344660405;Wine;SCARPETTA VELOCE BIANCO NV;Wine < 14 %;Discontinued;White Wine;Scarpetta Veloce Bianco;Scarpetta Wines
73713321792194795;Package;RED HARE VARIETY 2/12 CAN;Package;Core;Other Package;Red Hare Variety;Red Hare Brewing Co
1525406840201692189;Distilled Spirits;WTD MASTER DISTILLER SELECT RYE WHISKEY;Distilled Spirits;Discontinued;Other Spirits;Wilderness Trail Master Distiller Select Rye Whiskey;Campari America LLC - Spirits
784556679610979772;Package;CACTI SELTZER VARIETY 18/12 CN 2/9;Package;Core;Other Package;Cacti Seltzer Variety;AB Anheuser Busch Inc
3798403818463518677;Wine;CHATEAU D'YQUEM SET 2001/2009/2015;Wine > 14 %;Clearing;White Wine;Chateau D'Yquem;Scott Levy
3542487773940035200;Wine;THE LOST CHAPTERS CHARDONNAY 2014;Wine > 14 %;Discontinued;White Wine;The Lost Chapters Chardonnay;Scotto Cellars
8747574986652003699;Wine;SCOTTO FAMILY CELLARS RESERVE SAUVIGNON BLANC NV;Wine < 14 %;Discontinued;White Wine;Scotto Family Cellars Reserve Sauvignon Blanc;Scotto Cellars
8652223769567782549;Wine;CHATEAU PAVIE DECESSE 2017;Wine > 14 %;Clearing;Red Wine;Chateau Pavie Decesse;Scott Levy
3676665476583648920;Non-Alcohol;WIGLE ORGANIC ROSEMARY LAVENDER BITTERS 100ML;Non Alcohol;Discontinued;Mixers;Organic Rosemary Lavender Bitters;Wigle
741867289997538504;Distilled Spirits;PAUL MASSON MANGO BRANDY 24/375ML 54PF;Distilled Spirits;;Brandy / Cognac;Paul Masson Mango Brandy;Sazerac Spirits
1833625712728954164;Package;LAZY MAGNOLIA COFFEE SHOPPE STOUT 4/6/12 LN;Package;Core;Stout & Porter;Lazy Magnolia Coffee Shoppe Stout;Lazy Magnolia Brewing Co
3409551742015857757;Distilled Spirits;CHILA ORCHATA 12/750ML 27.5PF;Distilled Spirits;;Liqueurs & Cordials;Chila Orchata;Sazerac Spirits
7410773116121754856;Wine;J. WILKES PINOT BLANC 2019;Wine > 14 %;Discontinued;White Wine;J Wilkes Pinot Blanc;Miller Family Wine Company
4060353817507944109;Wine;BONPAS GIGONDAS 2019;Wine < 14 %;Core;Red Wine;Bonpas Gigondas;Boisset Family Estates
8084766330253409956;Wine;BOICH FAMILY CELLARS BECKSTOFFER TO KALON 2018;Wine > 14 %;Close Out;Red Wine;Boich Family Cellars Beckstoffer To Kalon;Boich Family Cellars
6233090581614490095;Draft;WILD LEAP SIDE BAE SABRO CRYO DOUBLE IPA 1/2 KEG;Draft;In&Out;Pale Ale;Wild Leap Side Bae Sabro Cryo Double IPA;Wild Leap Brewing Co
3015984244609861361;Distilled Spirits;MOUNT ROYAL LIGHT WHISKEY 12/1L 54PF;Distilled Spirits;;Canadian Whisky;Mount Royal Light Whiskey;Sazerac Spirits
3692308354483494184;Wine;LOVO PROSECCO 2019;Wine < 14 %;Discontinued;Sparkling Wine;Lovo Prosecco;Small Vineyards
3269029617022750353;Wine;THE VALLEY ROSE 2020;Wine < 14 %;Close Out;Rosé Wine;The Valley Rose;Meridian Prime
4948158378982950064;Distilled Spirits;VITALI VODKA 6/1.75L PET 80PF;Distilled Spirits;Private Label;Vodka;Vitali Vodka;Sazerac Spirits
7143440734386615884;Non-Alcohol;HELLA HABANERO MARGARITA 750ML;Non Alcohol;Core;Mixers;Hella Bitters Bloody Mary;Hella Bitter Llc
7727820065671540187;Package;CHIHUAHUA LIMON 4/6 CN;Package;Discontinued;Lager;Chihuahua Cerveza Limon;Chihuahua Brewing Company
3461187464063246650;Wine;LES FORTS DE LATOUR 2016;Wine < 14 %;Clearing;Red Wine;Les Forts de Latour;Scott Levy
3943097001296138214;Distilled Spirits;PAUL MASSON BRANDY VSOP 6/1.75L 80PF;Distilled Spirits;;Brandy / Cognac;Paul Masson Brandy VSOP;Sazerac Spirits
8849263174038201895;Package;HUTTON & SMITH FRUIT GOSE 6/4 CAN;Package;In&Out;Gose;Hutton & Smith Blackberry, Boysenberry, Lemon Gose;Hutton & Smith Brewing Co
902271872617947053;Distilled Spirits;WILDERNESS TRAIL YELLOW LABEL BOURBON SMALL BATCH;Distilled Spirits;Core;Bourbon Whiskey;Wilderness Trail Yellow Label Bourbon Small Batch;Campari America LLC - Spirits
1218199060553260070;Distilled Spirits;NUTRL VODKA SODA LEMONADE VP 3/8 CN;Distilled Spirits-RTD;In&Out;Ready-to-Drink;Nutrl Vodka Soda Lemonade Variety Pack;AB Anheuser Busch Inc
4840794035221923668;Package;TUCKER BREWING TUCKER LAGER 4/6 CN;Package;Core;Lager;Tucker Brewing Tucker Lager;Tucker Brewing Company
1767375482228561236;Wine;BRILLIANT MISTAKE WINES 2018 THE POET & MUSE CABERNET SAUVIGNON RESERVE;Wine > 14 %;Specialty;Red Wine;Brilliant Mistake Wines The Poet & Muse Cabernet Sauvignon Reserve;Brilliant Mistake Wines
5223070983584916631;Distilled Spirits;COURAGE & CONVICTION FLAGSHIP AMERICAN SINGLE MALT 50ML;Distilled Spirits;Specialty;Other Spirits;Courage & Conviction Flagship American Single Malt;Virgina Distillery Company
1747179077795693431;Package;IRON HILL PHILLY PHAVORITE IPA 6/4 16OZ CN;Package;Discontinued;IPA;Iron Hill Philly Phavorite IPA;Iron Hill Brewery
2866015020534092423;Wine;CHRISTOPHER MICHAEL CHARDONNAY 2019;Wine < 14 %;Discontinued;White Wine;Christopher Michael Chardonnay;Christopher Michael
4227783900220609839;Wine;CHRISTOPHER MICHAEL RED WINE 2019;Wine < 14 %;Discontinued;Red Wine;Christopher Michael Red Wine 2016;Christopher Michael
1097835775689775412;Distilled Spirits;MR BOSTON BLENDED WHISKEY 12/1L 80PF;Distilled Spirits;;Other Spirits;Mr. Boston Blended Whiskey;Sazerac Spirits
8103398570756594753;Package;PORTLAND CIDER STRAWBERRY PINEAPPLE 4/6 CN;Cider Pkg;Discontinued;Other Package;Portland Cider Strawberry Pineapple;Portland Cider Company
7446889868084164644;Distilled Spirits;BUFFALO TRACE BOURBON CREAM 12/750ML 30PF;Distilled Spirits;Allocated;Liqueurs & Cordials;Buffalo Trace Bourbon Cream;Sazerac Spirits
4280396889791409024;Wine;CHATEAU DE BELCIER 2010;Wine > 14 %;Clearing;Red Wine;Chateau de Belcier;Scott Levy
7966690590394048405;Wine;YEBO CHARDONNAY;Wine > 14 %;Discontinued;White Wine;Yebo Chardonnay;Royal Prince
2001765645684607989;Wine;MAD DRAGON FIERY GRAPE;Wine > 14 %;Discontinued;Other Wine;Mad Dragon Fiery Grape;National - Florida Dist.
4123421082989359953;Non-Alcohol;JARRITOS SIDRAL MUNDET 30/12.5 NR;Hispanic;Core;Soda;Jarritos Sidral Mundet;Novamex
1493796871335298228;Wine;BOICH FAMILY CELLARS BECKSTOFFER TO KALON 2018 1.5 L (1);Wine > 14 %;Close Out;White Wine;Boich Family Cellars Beckstoffer To Kalon;Boich Family Cellars
3009890673712227472;Package;STELLA ARTOIS 24/11.2 CN;Package;Discontinued;Lager;Stella Artois;AB Anheuser Busch Inc
2504733494840069921;Wine;CHI-CHI'S LONG ISLAND ICED TEA WNBS 6/4//187ML 25PF;Wine < 14 %;;Other Wine;Chi-Chi's Long Island Iced Tea;Sazerac Spirits
5135559703784882651;Package;WICKED WEED DR DANK CITRUS HAZE IPA 6/4/16 CN;Package;Core;IPA;Wicked Weed Dr Dank Citrus Haze;AB Anheuser Busch Inc
3259675670663668070;Distilled Spirits;REYES Y COBARDES MANGO HABANERO;Distilled Spirits;Core;Tequila / Mezcal;Reyes y Cobardes Mango Habanero;Total Beverage Solution - Spirits
28144288328002421;Package;BUD LIGHT PLATINUM 15/22 NR;Package;Core;Lager;Bud Light Platinum;AB Anheuser Busch Inc
1713243092981257983;Wine;ROCCA CABERNET SAUVIGNON GRIGSBY VINEYARD 2014;Wine > 14 %;Close Out;Red Wine;Rocca Cab Sauv Grigsby Vineyard;Rocca Family Vineyards
5895721596288013363;Wine;MARTOCCIA POGGIO APRICALE TOSCANA 2019;Wine < 14 %;Discontinued;Red Wine;Martoccia Poggio Apricale Toscana;Small Vineyards
8464937558366299124;Draft;JEKYLL HOP DANG DIGGITY 1/2 BBL;Draft;Core;Pale Ale;Jekyll Hop Dang Diggity Southern IPA;Jekyll Brewing
2968157538700740496;Distilled Spirits;10TH MOUNTAIN BOURBON 50ML;Allocated Spirits;Discontinued;Bourbon Whiskey;10th Mountain Bourbon;10th Mountain Whiskey & Spirit Co
1266158838309695140;Wine;LANDO SONOMA COAST PINOT NOIR 2017 (12);Wine < 14 %;Discontinued;Red Wine;Lando Sonoma Coast Pinot Noir;Lando Wines
6568725232404219796;Draft;MONDAY NIGHT BREWING BRBN BBL DRAFTY KILT 1/2 KEG;Draft;Winter Seasonal;Other Draft;Monday Night Bourbon Barrel-Aged Drafty Kilt;Monday Night Brewing
6788149688976623583;Package;ALANI HARD SELTZER VARIETY 2/12 CN;Package;Core;Other Package;Alani Hard Seltzer Variety;Alani Seltzer LLC
8487716053088746808;Package;BASS 2/12/12 LN;Package;;Ale;Bass Pale Ale;AB Anheuser Busch Inc
1441611406423199764;Package;BUD LIGHT NEXT 4/6/12 CN;Package;Core;Lager;Bud Light Next;AB Anheuser Busch Inc
6818936159695670146;Wine;SIMPLY NAKED CHARD 750ML (BTL);Wine < 14 %;Discontinued;White Wine;Simply Naked Chardonnay;National - Gallo
8188092401534905909;Package;WICKED WEED APPALACHIA IPA 2/12/12 CN;Package;Core;IPA;Wicked Weed Appalachia Ipa;AB Anheuser Busch Inc
922055612031473780;Wine;CHALMERS MONTEVECCHIO BIANCO 2021;Wine < 14 %;Discontinued;White Wine;Chalmers Montevecchio Bianco;Legend Imports
6964978073273828907;Package;KING COBRA 12/32 NR;Package;Core;Other Package;King Cobra;AB Anheuser Busch Inc
7573437262072393176;Non-Alcohol;RED HARE ROOTBEER 1/6 KEG;Non Alcohol;Core;Soda;Red Hare Rootbeer;Red Hare Brewing Co
7229796054001608696;Package;BRECKENRIDGE CLUB VARIETY PACK 4/6/12 CN;Package;In&Out;Other Package;Breckenridge Club Variety Pack;Tilray Brands
5600863011271338235;Non-Alcohol;ALANI ENERGY ADDISON RAE BERRY 24PK CN;Non Alcohol;Core;Energy;Alani Addison Rae Berry Rotational Energy Drink;Congo Brands
987571127760142523;Draft;SOUTHERN BREWING CO 7AM 1/2 KEG;Draft;Core;;Southern Brewing Company 7am;Southern Brewing Co
7208566483193826646;Package;ELYSIAN CRAFT COLLECTION VP 24/12 CN;Package;Core;IPA;Elysian Craft Collection Variety;AB Anheuser Busch Inc
6608102981224815905;Distilled Spirits;WHEATLEY VODKA 10/12/50ML TRNSPRT 82PF;Allocated Spirits;Discontinued;Vodka;Wheatley Vodka;Sazerac Spirits
7566837163156652652;Package;GOOSE BOURBON COUNTY STOUT HIGH 1/6 KEG 2022;Draft;;Stout & Porter;Goose Island Bourbon County Stout High;AB Anheuser Busch Inc
1168465185827644435;Package;MICHELOB ULTRA AMBER MAX 4/6/12 LN;Package;Core;Lager;Michelob Ultra Amber Max;AB Anheuser Busch Inc
5264482490687649992;Draft;FOUR PEAKS PEACH ALE 1/6 KEG;Draft;;Specialty Beer;Four Peaks Peach Ale;AB Anheuser Busch Inc
8623511345708022441;Package;PORTLAND CIDER ENGLISH PUB 12/19.2 CN;Cider Pkg;;Other Package;Portland Cider English Pub;Portland Cider Company
2896248663522606584;Wine;COOKS BRUT CHAMPAGNE 187ML (4PK);Wine < 14 %;Discontinued;Sparkling Wine;Cooks Brut Champagne;National - Cbi
8243956001470994417;Distilled Spirits;CRYSTAL PALACE DELUXE GIN 6/1.75L 80PF;Distilled Spirits;;Gin;Crystal Palace Gin;Sazerac Spirits
6357858426460412214;Wine;BRIDE VALLEY BLANC DE BLANCS 2016;Wine < 14 %;Discontinued;White Wine;Bride Valley Blanc De Blancs;Boisset Family Estates
7128796250192918036;Non-Alcohol;SPARKLING ICE LEMON LIME 12/1 LTR;Non Alcohol;Core;Water;Sparkling Ice Lemon Lime;Talking Rain
4733172465915439105;Package;BRECKENRIDGE HOP IN HAND SULTANA 4/6/12 CN;Package;Core;IPA;Breckenridge Hop In Hand Sultana;Tilray Brands
8275683433243573651;Package;WILD LEAP LMN ADE 4/6 CN;Package;Core;Sour;Wild Leap Lmn Ade;Wild Leap Brewing Co
9040602532475083292;Wine;CAVAS DEL AMPURDAN ROSE PESCADOR NV;Wine < 14 %;Core;Rosé Wine;Pescador Rose;Vinovia Wine Group
1583513711844835678;Distilled Spirits;SWAMP FOX F. MARION AMERICAN WHISKEY 750ML;Distilled Spirits-Domest;Core;Other Spirits;Swamp Fox F. Marion American Whiskey;Swamp Fox Distilling Co
4017222978233556353;Distilled Spirits;DR MCGILLICUDDY'S MENTHOL MINT 12/1L 48PF;Distilled Spirits;;Liqueurs & Cordials;Dr McGillicuddy's Menthol Mint Schnapps;Sazerac Spirits
7721116457699517787;Distilled Spirits;PRALINE LIQUEUR 12/750ML 42PF;Distilled Spirits;;Liqueurs & Cordials;Praline Pecan Liqueur;Sazerac Spirits
4104001818140316247;Non-Alcohol;HIBALL ENERGY BLACK CHERRY 3/8/16 CN;Non Alcohol;Discontinued;Energy;Hiball Organic Energy Black Cherry;Tilray Brands
982579361377631422;Wine;FRANZIA PINOT GRIGIO/COLUMBARD 5LTR BIB (BTL);Wine < 14 %;Discontinued;White Wine;Franzia Pinot Grigio Columbard;National - The Wine Group
7097280500833655982;Package;NB VOODOO RANGER IMPERRIAL IPA 2/12 LNNR;Package;Core;IPA;New Belgium Voodoo Ranger Imperial IPA;NB New Belgium
2120799115839400862;Package;BRECKENRIDGE VANILLA PORTER 4/6/12 LN;Package;Core;Stout & Porter;Breckenridge Vanilla Porter;Tilray Brands
1802747414143874035;Distilled Spirits;TUACA LIQUEUR 6/1.75L 70PF;Distilled Spirits;;Liqueurs & Cordials;Tuaca Liqueur Original;Sazerac Spirits
8655877856471603717;Package;SHOCK TOP 15/25 CN;Package;;Wheat Beer;Shock Top;Tilray Brands
3841249772915373882;Package;GOOSE ISLAND NEXT COAST IPA 4/6/12 CN;Package;Core;IPA;Goose Island Next Coast IPA;AB Anheuser Busch Inc
8665173147596896664;Package;SQUARE MILE HARD APPLE CIDER 4/6/12 CN;Cider Pkg;;Other Package;Sqhard;Tilray Brands
7947114154306379844;Distilled Spirits;WELLER FULL PROOF BEVY'S LIQUOR 6/750ML 114PF - 170;Allocated Spirits;Allocated;Other Spirits;W. L. Weller C.Y.P.B. Wheat Whiskey;Sazerac Spirits
8421827820315390337;Package;BUD LIGHT NEXT 24/12 NR;Package;Core;Lager;Bud Light Next;AB Anheuser Busch Inc
6149234739944678480;Wine;LOU CAMPAGNO COTES DI GASCOGNE ROUGE 2015;Wine < 14 %;Close Out;Red Wine;Lou Campagno Cotes Di Gascogne Rouge;French Libations
6608542747256056982;Package;BRECKENRIDGE LAGER 4/6/12 CN;Package;;Lager;Breckenridge Lager;Tilray Brands
3118428997546531184;Distilled Spirits;EL CHARRO REPOSADO TEQUILA 12/750ML 80PF;Distilled Spirits;;Tequila / Mezcal;El Charro Reposado Tequila;Sazerac Spirits
419136844271774854;Wine;HINDSIGHT NAPA VALLEY CHARDONNAY 2019;Wine > 14 %;Discontinued;White Wine;Hindsight Napa Valley Chardonnay;Hindsight
383709572357857212;Wine;FRANZIA REFRESHERS TROPICAL PINOT GRIGIO;Wine < 14 %;Discontinued;White Wine;Franzia Refreshers Tropical Pinot Grigio;National - The Wine Group
8283449980796992935;Draft;DRY COUNTY DOUBLE COUNTY DIPA 1/6 KEG;Draft;In&Out;Pale Ale;Dry County Double County IPA;Dry County Brewing Co
4066975438875603617;Non-Alcohol;TWO ROOTS STRAIGHT DRANK IPA 4/6 CN;N/A Beer;Core;Other Non-Alcoholic;Two Roots Straight Drank IPA;Two Roots Brewing Co.
2645906583184935539;Non-Alcohol;KITU SUPER COFFEE PUMPKIN PIE LATTE 12/12 NR;Non Alcohol;Fall Seasonal;Other Non-Alcoholic;Kitu Super Coffee Pumpkin Pie Latte;AB Anheuser Busch Inc
6822120895739734696;Distilled Spirits;SANGAR RUM;Distilled Spirits;Discontinued;Rum;Sangar Rum;AME Imports LLC
1355221146658254593;Package;BUD LIGHT 18/16 CN;Package;Core;Lager;Bud Light;AB Anheuser Busch Inc
8874150768526460161;Package;STELLA ARTOIS 15/25 CN;Package;Discontinued;Lager;Stella Artois;AB Anheuser Busch Inc
3220305160399468185;Wine;PAUL LATO CHARDONNAY LE SOUVENIR SIERRA MADRE VINEYARD 2019;Wine > 14 %;Close Out;White Wine;Paul Lato Chardonnay Le Souvenir Sierra Madre Vineyard;Paul Lato Wines
5129037793565200176;Draft;BLACK TOOTH SADDLE BRONC BROWN 1/6 BBL;Draft;;Other Draft;Black Tooth Saddle Bronc Brown;Black Tooth Brewing Company
458261087022315331;Package;NATURDAYS 2/12/12 CN;Package;Core;Lager;Natural Light Naturdays;AB Anheuser Busch Inc
5224869165021068109;Distilled Spirits;POPOV VODKA 48/200ML PET 80PF;Distilled Spirits;;Vodka;Popov Vodka;Sazerac Spirits
6054425791040068072;Non-Alcohol;HELLA MEXICAN CHOCOLATE COCKTAIL BITTERS 5 OZ;Non Alcohol;Core;Mixers;Hella Bitters Mexican Chocolate;Hella Bitter Llc
8106248446285744214;Non-Alcohol;V8 SPICY VEGETABLE JUICE 12/12 NR;Non Alcohol;Core;Juice & Tea;V8 Spicy Juice;Campbell Sales Company
2824299544313435052;Distilled Spirits;EPIC WESTERN CHISPA RITA;Distilled Spirits;Discontinued;Ready-to-Drink;Epic Western Chispa Rita;Tri-City Distributors
4297977386150665417;Draft;DRY COUNTY LECHUZA AMBER 1/2 KEG;Draft;Core;Lager / Pilsner;Dry County Lechuza Amber;Dry County Brewing Co
6350037866759115991;Distilled Spirits;DW ANDERS BRANDY VSOP SPECIAL BLEND 6/750ML 80PF;Distilled Spirits;Private Label;Brandy / Cognac;DW Anders Brandy VSOP Special Blend;Sazerac Spirits
9122747046508412293;Wine;BEATBOX BLUE RAZZBERRY 12/500 ML;Wine RTD;Core;Other Wine;BeatBox Blue Razzberry;Beat Box Beverages
7430219768577495668;Distilled Spirits;IMPERIO DEL DON 100% AGAVE EXTRA ANEJO 10 YEAR;Distilled Spirits;Specialty;Tequila / Mezcal;Imperio Del Don 100% Agave Extra Anejo 10 Year;Pacific Edge Wine & Spirits
2399514883699420325;ABA Spirits;SMASH PARTY PACKS 6 PACK;Wine > 14 %;Discontinued;Other ABA Spirits;SMASH PARTY PACKS 6 PACK;Sazerac ABA
1334243140392952908;Package;MNB DARK SUBJECT MATTER VAN IMP STOUT 6/4/16 CN;Package;In&Out;Stout & Porter;Monday Night Dark Subject Matter Vanilla Imperial Stout;Monday Night Brewing
3681620133225747935;Wine;CRAFTERS UNION PINOT GRIGIO 375ML;Wine < 14 %;Close Out;White Wine;Crafters Union Pinot Grigio;National - Cbi
6896954167655811911;Wine;DOMAINE BERTHELEMOT PULIGNY MONTRACHET 1ER CRU LES FOLATIERES 2018;Wine < 14 %;Specialty;White Wine;Domaine Berthelemot Puligny Montrachet 1Er Cru Les Folatieres;Catamarca Imports
4997142770194611989;Package;STELLA ARTOIS SOLSTICE 2/12/11.2 LN;Package;;Lager;Stella Solstice Lager;AB Anheuser Busch Inc
8639941245498512856;Distilled Spirits;ISLE OF HARRIS GIN;Distilled Spirits;Core;Gin;Isle of Harris;MISA Imports - Spirits
3104399043292449099;Package;WILD LEAP ALPHA ABSTRACTION VOL 18 4/6 CN;Package;Discontinued;IPA;Wild Leap Alpha Abstraction Vol 18;Wild Leap Brewing Co
8067937052195390535;Package;MARBLE BREWERY DOUBLE WHITE TRIPLE BERRY 4/6 CN;Package;;Wheat Beer;Marble Brewery Double White Triple Berry;Marble Brewery
5752826988089695444;Wine;PATRICK PIUZE CHABLIS GRAND CRU BLANCHOTS 2020;Wine < 14 %;Discontinued;White Wine;Patrick Piuze Chablis Grand Cru Blanchots;Dns Wines
7855473252345634541;Wine;COLLERY GRAND CRU ROSE NV;Wine < 14 %;Core;Sparkling Wine;Collery Champagne Grand Cru Rose;Universal Beverage Importers - Wine
4525739031233780780;Distilled Spirits;YUKON JACK WHISKEY ASSORTED 12/10/50ML 100PF;Allocated Spirits;;Liqueurs & Cordials;Yukon Jack Canadian Whiskey Honey;Sazerac Spirits
